Number,Name,Pos,Height,Height_cm,Weight,Date of Birth,Age,Birth Place,Current Club,Nat,Group
,Manuel Guti_rrez,D,,,,08/04/1920,30,,Am_rica,Mexico,A
,Alfonso Montemajor,D,,,,28/04/1922,28,,Le—n,Mexico,A
,Mario Ochoa,D,,,,,,,Am_rica,Mexico,A
,Antonio Roca,D,,,,24/05/1928,22,,Necaxa,Mexico,A
,Rodrigo Ruiz,D,,,,14/04/1923,27,,Guadalajara,Mexico,A
,Felipe Zetter,D,"5'07""",170.18,11 05,03/07/1923,26,,Atlas,Mexico,A
,Samuel Cuburu,M,,,,20/02/1928,22,,Puebla,Mexico,A
,Antonio Fl—res,M,,,,13/07/1923,26,,Atlas,Mexico,A
,Carlos Guevara,M,,,,,,,Asturias,Mexico,A
,Francisco Hern‡ndez,M,,,,,,,Zacatepec,Mexico,A
,Hector Ortiz,M,,,,20/12/1928,21,,Marte,Mexico,A
,Sanchez M. Prieto,M,,,,,,,Guadalajara,Mexico,A
,Jos_ Borbolla,F,,,,31/01/1920,30,,Am_rica,Mexico,A
,Horacio Casarin,F,"5'08""",172.72,11 11,29/03/1918,32,,Espa–a,Mexico,A
,Jos_ Naranjo,F,,,,19/03/1926,24,,Oro de Jalisco,Mexico,A
,Jos_ Leonardo Navarro,F,,,,,,,Atlante,Mexico,A
,Mario Perez,F,"5'07""",170.18,11 07,19/02/1927,23,,Marte,Mexico,A
,Carlos Septin,F,,,,18/01/1923,27,,Espa–a,Mexico,A
,Jos_ Vel‡zquez,F,"5'04""",162.56,10 03,12/08/1923,26,,Puebla,Mexico,A
,Eugenio Corrodi,G,,,,02/07/1922,27,,Lugano,Switzerland,A
,Adolphe Hug,G,"5'09""",175.26,11 11,23/09/1923,26,,Urania Genf,Switzerland,A
,Georges Stuber,G,"5'10""",177.8,11 07,11/05/1925,25,,Lausanne,Switzerland,A
,Roger Bocquet,D,"5'10""",177.8,12 00,19/04/1921,29,,Lausanne,Switzerland,A
,Ruedi Gyger,D,,,,16/04/1920,30,,Cantonal Neuch‰tel,Switzerland,A
,Andre Neury,D,"5'09""",175.26,11 11,03/03/1921,29,,Locarno,Switzerland,A
,Kurt Rey,D,,,,,,,YF Juventus,Switzerland,A
,Felice Soldini,D,,,,,,,Bellinzona,Switzerland,A
,Willy Steffen,D,,,,17/03/1925,25,,Cantonal Neuch‰tel,Switzerland,A
,Oliver Eggimann,M,"5'07""",170.18,11 09,28/01/1919,31,,Servette,Switzerland,A
,Willy Kernen,M,"5'10""",177.8,12 08,06/08/1929,20,,La Chaux-de-Fonds,Switzerland,A
,Gerhard Lusenti,M,"5'07""",170.18,11 05,24/04/1921,29,,Bellinzona,Switzerland,A
,Roger Quinche,M,"6'00""",182.88,12 06,22/07/1922,27,,Young Boys,Switzerland,A
,Charles Antenen,F,"5'09""",175.26,10 12,03/11/1929,20,,La Chaux-de-Fonds,Switzerland,A
,Ren_ Bader,F,,,,07/08/1922,27,,Basel,Switzerland,A
,Walter Beerli,F,,,,23/07/1928,21,,Young Boys,Switzerland,A
,Alfred Bickel,F,"5'11""",180.34,12 13,12/05/1918,32,,Grasshoppers,Switzerland,A
,Jacques Fatton,F,"5'05""",165.1,11 00,19/12/1925,24,,Servette,Switzerland,A
,Hans-Peter Friedl_nder,F,"5'10""",177.8,12 00,19/04/1920,30,,Lausanne,Switzerland,A
,Walter Schneiter,F,,,,,,,ZŸrich,Switzerland,A
,Hans Siegenthaler,F,,,,,,,YF Juventus,Switzerland,A
,Jean Tamini,F,"5'07""",170.18,11 05,09/12/1919,30,,Servette,Switzerland,A
,Vladimir Beara,G,"6'00""",182.88,12 13,02/11/1928,21,Zelovo,Hajduk Split,Yugoslavia,A
,Srdjan Mrkusic,G,,,,26/05/1915,35,,Crvena Zvezda,Yugoslavia,A
,Bozo Broketa,D,,,,24/12/1921,28,,Hajduk Split,Yugoslavia,A
,Ratko Colic,D,,,,17/03/1918,32,,Partizan Belgrade,Yugoslavia,A
,Branislav Stankovi_,D,"5'09""",175.26,12 02,31/10/1921,28,,Crvena Zvezda,Yugoslavia,A
,_eljko _ajkovski,M,"5'07""",170.18,11 09,05/05/1925,25,Zagreb,Dinamo Zagreb,Yugoslavia,A
,Predrag _aji_,M,,,,01/05/1922,28,Sarajevo,Crvena Zvezda,Yugoslavia,A
,Ivica Horvat,M,"6'02""",187.96,12 08,16/07/1926,23,,Dinamo Zagreb,Yugoslavia,A
,Miodrag Jovanovi_,M,"5'09""",175.26,12 04,17/01/1922,28,,Partizan Belgrade,Yugoslavia,A
,Ervin Katnic,M,,,,,,,Hajduk Split,Yugoslavia,A
,Bela Palfi,M,,,,16/02/1923,27,,Crvena Zvezda,Yugoslavia,A
,Ivo Radovnikovi_,M,,,,,,,Hajduk Split,Yugoslavia,A
,Sinisa Zlatkovic,M,,,,,,,Crvena Zvezda,Yugoslavia,A
,Aleksander Atanackovi_,F,,,,,,,Partizan Belgrade,Yugoslavia,A
,Stjepan Bobek,F,"5'09""",175.26,11 09,03/12/1923,26,Zagreb,Partizan Belgrade,Yugoslavia,A
,Tschik _ajkovski,F,"5'05""",165.1,10 06,24/11/1923,26,Zagreb,Partizan Belgrade,Yugoslavia,A
,Vladimir Firm,F,,,,,,,Partizan Belgrade,Yugoslavia,A
,Prvoslav Mihajlovi_,F,"5'09""",175.26,11 05,13/04/1921,29,,Partizan Belgrade,Yugoslavia,A
,Rajko Miti_,F,"5'08""",172.72,11 09,06/11/1922,27,Bela Palanka,Crvena Zvezda,Yugoslavia,A
,Tihomir Ognjanov,F,"5'09""",175.26,10 10,02/03/1927,23,,Crvena Zvezda,Yugoslavia,A
,Kosta Toma_evi_,F,"5'05""",165.1,11 00,26/05/1924,26,,Crvena Zvezda,Yugoslavia,A
,Bernard Vukas,F,"5'07""",170.18,11 00,01/05/1927,23,Zagreb,Hajduk Split,Yugoslavia,A
,Sergio Livingstone,G,"5'09""",175.26,12 04,26/03/1920,30,Santiago,Universidad Cat—lica,Chile,B
,Ren_ Quitral,G,,,,,,,Santiago Wanderers,Chile,B
,Francisco Urroz,G,,,,,,,Colo Colo,Chile,B
,Manuel Alvarez,D,,,,23/05/1928,22,,Universidad Cat—lica,Chile,B
,Arturo Farias,D,"5'08""",172.72,11 09,01/11/1927,22,,Colo Colo,Chile,B
,Miguel Flores,D,,,,,,,Universidad de Chile,Chile,B
,Manuel Machuca,D,,,,,,,Colo Colo,Chile,B
,Luis Mananes,D,,,,15/01/1925,25,,Universidad de Chile,Chile,B
,Fernando Rold‡n,D,,,,,,,Universidad Cat—lica,Chile,B
,Miguel Busquet,M,,,,15/10/1920,29,,Universidad de Chile,Chile,B
,Fernando Campos,M,"5'10""",177.8,11 11,,,,Colo Colo,Chile,B
,Hernan Carvallo,M,,,,19/08/1922,27,,Universidad Cat—lica,Chile,B
,Carlos Rojas,M,,,,,,,Uni—n Espa–ola,Chile,B
,Osvaldo Saez,M,,,,,,,Colo Colo,Chile,B
,Atilio Cremaschi,F,,,,08/03/1923,27,,Uni—n Espa–ola,Chile,B
,Guillermo D’az,F,,,,29/12/1930,19,,Santiago Wanderers,Chile,B
,Carlos Ibanez,F,,,,30/11/1931,18,,Magallanes,Chile,B
,Raymundo Infante,F,,,,,,,Universidad Cat—lica,Chile,B
,Manuel Mu–oz,F,,,,28/04/1928,22,,Colo Colo,Chile,B
,Andres Prieto,F,"5'09""",175.26,11 00,19/12/1928,21,,Universidad Cat—lica,Chile,B
,Fernando Riera,F,"5'07""",170.18,10 06,27/06/1920,29,,Reims,Chile,B
,Jorge Robledo,F,"5'09""",175.26,11 11,14/04/1926,24,Iquique,Newcastle U,Chile,B
,Ted Ditchburn,G,,,,24/10/1921,28,Gillingham,Tottenham H,England,B
,Bert Williams,G,"5'10""",177.8,12 02,31/01/1920,30,Bilston,Wolverhampton W,England,B
,John Aston,D,"5'10""",177.8,12 08,03/09/1921,28,Manchester,Manchester U,England,B
,Bill Eckersley,D,"5'06""",167.64,10 01,16/07/1925,24,Southport,Blackburn,England,B
,Alf Ramsey,D,"5'08""",172.72,12 08,22/01/1920,30,Dagenham,Tottenham H,England,B
,Laurie Scott,D,,,,23/04/1917,33,Sheffield,Arsenal,England,B
,Billy Wright,D,,,,06/02/1924,26,Ironbridge,Wolverhampton W,England,B
,Henry Cockburn,M,,,,14/09/1923,26,Ashton-under-Lyne,Manchester U,England,B
,Jimmy Dickinson,M,"5'10""",177.8,11 03,25/04/1925,25,Alton,Portsmouth,England,B
,Lawrence Hughes,M,"6'00""",182.88,12 04,02/03/1924,26,Liverpool,Liverpool,England,B
,Wilf Mannion,M,"5'05""",165.1,10 10,16/05/1918,32,South Bank,Middlesbrough,England,B
,Stan Mortensen,M,"5'09""",175.26,11 09,26/05/1921,29,South Shields,Blackpool,England,B
,Bill Nicholson,M,,,,26/01/1919,31,Scarborough,Tottenham H,England,B
,William Watson,M,,,,07/03/1920,30,,Sunderland,England,B
,Edward Bailey,F,"5'07""",170.18,10 10,06/08/1925,24,Clapton,Tottenham H,England,B
,Roy Bentley,F,"5'10""",177.8,12 04,17/05/1924,26,Bristol,Chelsea,England,B
,Tom Finney,F,"5'08""",172.72,10 08,05/04/1922,28,Preston,Preston,England,B
,Stanley Matthews,F,"5'09""",175.26,11 03,01/02/1915,35,Hanley,Blackpool,England,B
,Jackie Milburn,F,"6'00""",182.88,12 11,11/05/1924,26,Ashington,Newcastle U,England,B
,James Mullen,F,"5'10""",177.8,11 07,06/01/1923,27,Newcastle-upon-Tyne,Wolverhampton W,England,B
,James Taylor,F,,,,05/11/1917,32,Hillingdon,Fulham,England,B
,Juan Acu–a Naya,G,,,,14/02/1923,27,La Coru–a,Deportivo La Coru–a,Spain,B
,Ignacio Eizaguirre,G,,,,07/11/1920,29,San Sebasti‡n,Real Sociedad,Spain,B
,Antonio Ramallets,G,6'00'',182.88,12 13,04/07/1924,25,Barcelona,Barcelona,Spain,B
,Gabriel Alonso,D,5'08',172.72,11 05,09/11/1923,26,Fuenterrab’a,Celta Vigo,Spain,B
,Vicente Asensi,D,5'08',172.72,11 09,01/12/1919,30,Alcudia de Crespins,Valencia,Spain,B
,Jos_ Gonzalvo II,D,,,,16/01/1920,30,Mollet del Vall_s,Barcelona,Spain,B
,Rafael Lesmes II,D,,,,09/11/1926,23,Ceuta,Valladolid,Spain,B
,Alfonso Silva,D,,,,19/03/1926,24,Las Palmas,Atl_tico Madrid,Spain,B
,Francisco Antœnez,M,5'09'',175.26,11 05,01/11/1922,27,Seville,Sevilla,Spain,B
,Gonzalvo III,M,,,,22/06/1922,28,Mollet del Vall_s,Barcelona,Spain,B
,Nando Gonz‡lez,M,,,,01/02/1921,29,Getxo,Athletic Bilbao,Spain,B
,Jos_ Parra,M,,,,28/08/1925,24,Blanes,Espanyol,Spain,B
,Antonio Puchades,M,"5'07""",170.18,11 00,04/06/1925,25,Sueca,Valencia,Spain,B
,Estanislao Basora,F,5'06'',167.64,10 12,18/11/1926,23,Colonia Valls,Barcelona,Spain,B
,Agust’n Ga’nza,F,"5'07""",170.18,11 05,28/05/1922,28,Basauri,Athletic Bilbao,Spain,B
,Rosendo Hern‡ndez,F,5'09'',175.26,12 04,01/03/1921,29,Santa Cruz de Tenerife,Espanyol,Spain,B
,Silvestre Igoa,F,,,,05/03/1920,30,A–orga,Real Sociedad,Spain,B
,Jos_ Juncosa,F,,,,02/02/1922,28,Borjas Blancas,Atl_tico Madrid,Spain,B
,Luis Molowny,F,,,,25/05/1925,25,Santa Cruz de Tenerife,Real Madrid,Spain,B
,Jos_ Luis Panizo,F,,,,12/01/1922,28,Sestao,Athletic Bilbao,Spain,B
,C_sar Rodr’guez,F,,,,05/07/1920,29,Le—n,Barcelona,Spain,B
,Telmo Zarra,F,5'11'',180.34,11 05,20/01/1921,29,Asœa,Athletic Bilbao,Spain,B
,Frank Borghi,G,5'11'',180.34,12 00,09/04/1925,25,St. Louis,St Louis Simpkens,USA,B
,Gino Gardassanich,G,,,,26/11/1922,27,,Chicago Slovaks,USA,B
,Bobby Annis,D,,,,05/11/1928,21,,St Louis Simpkens,USA,B
,Robert Coombes,D,,,,23/04/1919,31,,Chicago Vikings,USA,B
,Harry Keough,D,5'10'',177.8,11 11,15/11/1927,22,St. Louis,St Louis McMahons,USA,B
,John Maca,D,,,,26/09/1921,28,Brussels,New York Brookhattan,USA,B
,Walter Bahr,M,5'08'',172.72,11 09,01/04/1927,23,Philadelphia,Philadelphia Nationals,USA,B
,Charles Colombo,M,,,,20/07/1920,29,St. Louis,St Louis Simpkens,USA,B
,Eddie McIlvenny,M,5'10'',177.8,11 09,21/10/1924,25,,Philadelphia Nationals,USA,B
,John Souza,M,"5'09""",175.26,10 10,12/07/1920,29,,Fall River Marksmen,USA,B
,Robert Craddock,F,,,,21/09/1922,27,,Hammarville,USA,B
,Nicholas Di Orio,F,,,,04/02/1921,29,,Pittsburg Hamarville,USA,B
,Joe Gaetjens,F,5'10'',177.8,12 08,19/03/1924,26,Port-au-Prince,New York Brookhattan,USA,B
,Bennie McLaughlin,F,,,,10/04/1928,22,Greenock,Philadelphia Nationals,USA,B
,Frank Moniz,F,,,,21/02/1928,22,,St Louis Simpkens,USA,B
,Gino Pariani,F,5'08'',172.72,11 09,22/09/1921,28,,St Louis Simpkins,USA,B
,Edward Souza,F,,,,12/07/1920,29,,Fall River Marksmen,USA,B
,Antonello Valentini,F,,,,13/11/1919,30,,Fall River Marksmen,USA,B
,Adam Walanin,F,5'07'',170.18,11 03,23/11/1921,28,,Chicago Sting,USA,B
,Frank Wallace,F,5'10'',177.8,11 00,15/07/1922,27,,St Louis Simpkens,USA,B
,Giuseppe Casari,G,,,,10/04/1922,28,,Atalanta,Italy,C
,Giuseppe Moro,G,,,,16/11/1921,28,,Torino,Italy,C
,Lucidio Sentimenti,G,"5'08""",172.72,11 03,01/07/1920,29,Bomporto,Lazio,Italy,C
,Ivano Blason,D,"5'10""",177.8,13 01,24/05/1923,27,San Lorenzo Isontino,Internazionale,Italy,C
,Zeffiro Furiassi,D,,,,19/01/1923,27,Pesaro,Lazio,Italy,C
,Attilio Giovannini,D,,,,30/07/1924,25,San Michele Extra,Internazionale,Italy,C
,Leandro Remondini,D,"5'09""",175.26,11 07,17/11/1917,32,Verona,Lazio,Italy,C
,Carlo Annovazzi,M,"6'00""",182.88,12 06,24/05/1925,25,Milan,Milan,Italy,C
,Aldo Campatelli,M,"5'09""",175.26,11 07,07/04/1919,31,Milan,Internazionale,Italy,C
,Osvaldo Fattori,M,,,,22/06/1922,28,San Michele Extra,Internazionale,Italy,C
,Augusto Magli,M,"5'10""",177.8,11 05,09/03/1923,27,,Fiorentina,Italy,C
,Giacomo Mari,M,"5'09""",175.26,12 02,17/10/1924,25,,Juventus,Italy,C
,Carlo Parola,M,"5'09""",175.26,11 09,20/09/1921,28,Turin,Juventus,Italy,C
,Omero Tognon,M,,,,03/03/1924,26,,Milan,Italy,C
,Amedeo Amadei,F,,,,26/07/1921,28,Rome,Neapel,Italy,C
,Giampiero Boniperti,F,"5'09""",175.26,12 00,04/07/1928,21,Barengo,Juventus,Italy,C
,Gino Cappello,F,"5'08""",172.72,11 00,02/06/1920,30,Padua,Bologna,Italy,C
,Emilio Caprile,F,,,,30/09/1928,21,,Atalanta,Italy,C
,Riccardo Carapellese,F,"5'06""",167.64,10 03,01/07/1922,27,Foggia,Torino,Italy,C
,Benito Lorenzi,F,"5'07""",170.18,10 10,20/12/1925,24,Pistoia,Internazionale,Italy,C
,Ermes Muccinelli,F,"5'04""",162.56,09 06,28/07/1927,22,Ravenna,Juventus,Italy,C
,Egisto Pandolfini,F,"5'07""",170.18,11 09,19/02/1926,24,Lastra a Signa,Fiorentina,Italy,C
,Elioro Paredes,G,,,,,,,Sportivo Luqueno,Paraguay,C
,Marcelino Vargas,G,,,,15/03/1927,23,,Libertad,Paraguay,C
,Antonio Cabrera,D,,,,,,,Libertad,Paraguay,C
,Casiano Cespedes,D,,,,,,,Olimpia [PAR],Paraguay,C
,Alberto Gonz‡lez,D,,,,,,,Olimpia [PAR],Paraguay,C
,Marcial Avalos,M,,,,,,,Cerro Porte–o,Paraguay,C
,Melanio Baez,M,,,,,,,Nacional [PAR],Paraguay,C
,Castor Cantero,M,,,,,,,Olimpia [PAR],Paraguay,C
,Pablo Centurion,M,,,,,,,Cerro Porte–o,Paraguay,C
,Manuel Gavil‡n,M,,,,,,,Libertad,Paraguay,C
,Armando Gonz‡lez,M,,,,,,,Guarani,Paraguay,C
,Victoriano Leguiz‡mon,M,"5'11""",180.34,11 09,,,,Olimpia [PAR],Paraguay,C
,Enrique Avalos,F,,,,,,,Cerro Porte–o,Paraguay,C
,Angel Berni,F,,,,,,,Sportivo Luqueno,Paraguay,C
,Lorenzo Calonga,F,,,,,,,Guarani,Paraguay,C
,Juan Canete,F,,,,,,,Presidente Hayes,Paraguay,C
,Dario Jara Saguier,F,,,,01/09/1926,23,,Cerro Porte–o,Paraguay,C
,Atilio L—pez,F,,,,,,,Nacional [PAR],Paraguay,C
,C_sar L—pez Fretes,F,"5'10""",177.8,11 07,21/03/1923,27,,Olimpia [PAR],Paraguay,C
,Hilarion Osorio,F,,,,,,,Sportivo Luqueno,Paraguay,C
,Francisco Sosa,F,,,,,,,Cerro Porte–o,Paraguay,C
,Leongino Unzaim,F,"5'05""",165.1,10 12,15/03/1927,23,,Olimpia [PAR],Paraguay,C
,Torsten Lindberg,G,,,,14/04/1917,33,,IFK Norrk_ping,Sweden,C
,Karl-Oskar Svensson,G,"5'10""",177.8,12 00,11/11/1925,24,Helsingborg,Helsingborgs IF,Sweden,C
,Tore Svensson,G,,,,06/12/1927,22,,Malm_ FF,Sweden,C
,Ivan Bodin,D,,,,,,,AIK,Sweden,C
,Arne MŒnsson,D,,,,,,,Malm_ FF,Sweden,C
,Erik Nilsson,D,"6'00""",182.88,12 02,06/08/1916,33,,Malm_ FF,Sweden,C
,Lennart Samuelsson,D,,,,07/07/1924,25,,IF Elfsborg,Sweden,C
,Olle Ahlund,M,,,,22/08/1920,29,,Degerfors IF,Sweden,C
,Sune Andersson,M,,,,22/02/1921,29,,AIK,Sweden,C
,Ingvar G_rd,M,5'11'',180.34,12 00,06/10/1921,28,,Malm_ FF,Sweden,C
,Gunnar Johansson,M,"6'00""",182.88,11 11,29/02/1924,26,,GAIS,Sweden,C
,Bror Mellberg,M,"5'09""",175.26,11 09,09/12/1923,26,,AIK,Sweden,C
,Knut Nordahl,M,,,,13/01/1920,30,H_rnefors,IFK Norrk_ping,Sweden,C
,Hans Jeppson,F,,,,10/05/1925,25,,DjurgŒrdens IF,Sweden,C
,Egon J_nsson,F,"5'05""",165.1,10 08,08/10/1921,28,,Malm_ FF,Sweden,C
,Stellan Nilsson,F,"5'08""",172.72,11 07,22/05/1922,28,,Malm_ FF,Sweden,C
,Karl Palmer,F,"5'06""",167.64,10 03,17/04/1929,21,,Malm_ FF,Sweden,C
,Ingvar Rydell,F,,,,07/05/1922,28,,Malm_ FF,Sweden,C
,Lennart Skoglund,F,"5'07""",170.18,10 10,24/12/1929,20,,AIK,Sweden,C
,Stig Sundqvist,F,5'11'',180.34,11 11,19/07/1922,27,,IFK Norrk_ping,Sweden,C
,Curt Svensson,F,,,,,,,IS Halmia,Sweden,C
,B_rje Tapper,F,,,,02/05/1922,28,,Malm_ FF,Sweden,C
,Vicente Arraya,G,,,,,,,Feroviario La Paz,Bolivia,D
,Eduardo Guti_rrez,G,"5'09""",175.26,11 05,02/09/1922,27,,CD Ingavi,Bolivia,D
,Alberto Acha,D,"5'08""",172.72,11 09,03/04/1920,30,,The Strongest,Bolivia,D
,Jose Bustamante,D,"5'06""",167.64,11 05,,,,Litoral,Bolivia,D
,Alberto Aparicio,M,,,,,,,Feroviario La Paz,Bolivia,D
,Duberto Araoz,M,,,,,,,Litoral,Bolivia,D
,Juan Arricio,M,,,,,,,Ayacucho La Paz,Bolivia,D
,Victor Brown,M,,,,,,,Litoral,Bolivia,D
,Rene Cabrera,M,,,,,,,Jorge Wilstermann,Bolivia,D
,Leonardo Ferrel,M,"5'10""",177.8,,,,,The Strongest,Bolivia,D
,Antonio Grecco,M,"5'07""",170.18,11 07,,,,Litoral,Bolivia,D
,Humberto Saavedra,M,,,,,,,The Strongest,Bolivia,D
,Eulogio Sandoval,M,,,,,,,Litoral,Bolivia,D
,Hectoe Uarte,M,"5'07""",170.18,11 07,06/06/1926,24,,Bol’var,Bolivia,D
,Victor Algaranaz,F,"5'07""",170.18,11 05,,,,Litoral,Bolivia,D
,Roberto Caparelli,F,,,,,,,The Strongest,Bolivia,D
,Benedicto Godoy,F,,,,,,,Feroviario La Paz,Bolivia,D
,Juan Guerra,F,,,,,,,Feroviario La Paz,Bolivia,D
,Benigno Guti_rrez,F,"5'09""",175.26,11 11,01/09/1925,24,,Litoral,Bolivia,D
,Benjamin Maldonado,F,"5'07""",170.18,11 00,,,,,Bolivia,D
,Mario Mena,F,,,,09/12/1923,26,,Bol’var,Bolivia,D
,Antonio Valencia,F,"5'05""",165.1,10 10,,,,Bol’var,Bolivia,D
,Gaston M‡spoli,G,"6'02""",187.96,13 05,12/10/1917,32,Montevideo,Pe–arol,Uruguay,D
,Anibal Paz,G,,,,18/02/1918,32,,Nacional [URU],Uruguay,D
,Mat’as Gonz‡lez,D,"5'11""",180.34,11 09,06/08/1925,24,,Cerro,Uruguay,D
,William Martinez,D,"6'04""",193.04,14 05,13/01/1928,22,,Rampla Juniors,Uruguay,D
,Eusebio Tejera,D,"5'11""",180.34,11 05,06/01/1922,28,,Nacional [URU],Uruguay,D
,Obdulio Varela,D,,,,20/09/1917,32,Paysandœ,Pe–arol,Uruguay,D
,H_ctor Vilches,D,,,,14/02/1927,23,,Cerro,Uruguay,D
,Victor Andrade,M,5'07'',170.18,09 11,14/04/1920,30,,Central Espa–ol,Uruguay,D
,Schubert Gambetta,M,5'08'',172.72,10 12,22/08/1924,25,,Nacional [URU],Uruguay,D
,Juan Gonz‡lez,M,5'09'',175.26,10 03,,,,Pe–arol,Uruguay,D
,Washington Ortuno,M,,,,,,,Pe–arol,Uruguay,D
,Rodolfo Pini,M,,,,,,,Nacional [URU],Uruguay,D
,Carlos Romero,M,,,,,,,Danubio,Uruguay,D
,Julio Cesar Britos,F,,,,18/05/1926,24,,Pe–arol,Uruguay,D
,Juan Burgueno,F,,,,,,,Danubio,Uruguay,D
,Alcides Ghiggia,F,5'07'',170.18,09 11,22/12/1926,23,,Pe–arol,Uruguay,D
,Oscar M’guez,F,5'09'',175.26,12 04,05/12/1927,22,,Pe–arol,Uruguay,D
,Ruben Moran,F,5'07'',170.18,11 03,06/08/1930,19,,Cerro,Uruguay,D
,Julio P_rez,F,5'09'',175.26,10 12,19/06/1926,24,,Nacional [URU],Uruguay,D
,Luis Alberto Rijo,F,,,,,,,Central Espa–ol,Uruguay,D
,Juan Schiaffino,F,,,,28/07/1925,24,Montevideo,Pe–arol,Uruguay,D
,Ernesto Vidal,F,"5'06""",167.64,10 03,15/11/1921,28,,Pe–arol,Uruguay,D
